Date,Day of Week,Time_(h),Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
2020-10-14,Wednesday,3,Visa,CVC,103,Online,Electronics,USA,USA,United Kingdom,M,41.6,Barclays,True
2020-10-14,Wednesday,0,MasterCard,Tap,15,POS,Electronics,China,China,United Kingdom,F,57.6,HSBC,True
2020-10-14,Wednesday,9,MasterCard,Tap,27,POS,Products,India,India,United Kingdom,M,36.7,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,CVC,16,Online,Subscription,Russia,Russia,United Kingdom,M,26.3,Barclays,True
2020-10-13,Tuesday,1,MasterCard,PIN,9,ATM,Electronics,China,China,United Kingdom,M,38.7,Halifax,True
2020-10-14,Wednesday,17,MasterCard,Tap,15,POS,Restaurant,USA,USA,United Kingdom,M,42.8,Barclays,True
2020-10-14,Wednesday,3,Visa,PIN,376,POS,Products,India,India,United Kingdom,M,51.0,Halifax,True
2020-10-14,Wednesday,5,Visa,PIN,19,ATM,Fashion,Russia,Russia,United Kingdom,M,48.0,Barclays,True
2020-10-14,Wednesday,1,MasterCard,CVC,169,Online,Children,China,China,United Kingdom,M,32.5,Barlcays,True
2020-10-13,Tuesday,10,Visa,CVC,14,Online,Children,United Kingdom,Russia,United Kingdom,F,50.6,Barclays,True
2020-10-13,Tuesday,22,MasterCard,CVC,24,Online,Restaurant,India,United Kingdom,India,M,35.4,HSBC,True
2020-10-13,Tuesday,1,Visa,CVC,23,Online,Children,United Kingdom,India,United Kingdom,M,38.6,Barlcays,True
2020-10-13,Tuesday,6,Visa,Tap,29,POS,Food,India,India,United Kingdom,F,37.6,Monzo,True
2020-10-14,Wednesday,22,Visa,PIN,68,ATM,Products,Russia,Russia,United Kingdom,M,49.9,HSBC,True
2020-10-13,Tuesday,12,MasterCard,PIN,13,ATM,Entertainment,India,India,United Kingdom,M,39.6,Barclays,True
2020-10-14,Wednesday,13,MasterCard,Tap,17,POS,Fashion,Russia,Russia,United Kingdom,F,49.8,Lloyds,True
2020-10-14,Wednesday,0,MasterCard,Tap,6,POS,Subscription,India,India,United Kingdom,M,30.8,RBS,True
2020-10-14,Wednesday,8,Visa,Tap,25,POS,Children,India,India,United Kingdom,F,33.6,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,257,Online,Subscription,India,India,United Kingdom,M,58.1,HSBC,True
2020-10-14,Wednesday,4,Visa,CVC,22,Online,Electronics,China,China,United Kingdom,F,47.5,RBS,True
2020-10-13,Tuesday,14,MasterCard,Tap,29,POS,Services,India,India,United Kingdom,M,54.2,Barclays,True
2020-10-14,Wednesday,4,Visa,CVC,24,Online,Children,China,China,United Kingdom,M,43.4,Barclays,True
2020-10-14,Wednesday,3,MasterCard,Tap,23,POS,Electronics,United Kingdom,India,United Kingdom,M,52.1,RBS,True
2020-10-13,Tuesday,1,Visa,Tap,21,POS,Children,India,United Kingdom,India,M,55.1,RBS,True
2020-10-13,Tuesday,5,Visa,CVC,6,Online,Restaurant,United Kingdom,China,United Kingdom,M,40.9,Barlcays,True
2020-10-14,Wednesday,18,MasterCard,PIN,13,ATM,Gaming,Russia,Russia,United Kingdom,F,56.5,Barclays,True
2020-10-14,Wednesday,7,MasterCard,CVC,24,Online,Services,Russia,Russia,United Kingdom,F,59.7,HSBC,True
2020-10-13,Tuesday,5,Visa,CVC,6,Online,Services,Russia,Russia,United Kingdom,M,53.5,Halifax,True
2020-10-14,Wednesday,1,MasterCard,PIN,13,ATM,Gaming,USA,USA,United Kingdom,M,23.0,Metro,True
2020-10-13,Tuesday,9,Visa,CVC,398,Online,Products,China,China,United Kingdom,M,38.7,HSBC,True
2020-10-14,Wednesday,16,Visa,CVC,10,Online,Children,United Kingdom,India,United Kingdom,M,33.5,Barclays,True
2020-10-14,Wednesday,4,MasterCard,PIN,13,ATM,Gaming,India,India,United Kingdom,M,43.4,Barclays,True
2020-10-13,Tuesday,10,MasterCard,PIN,7,ATM,Fashion,India,India,United Kingdom,F,27.7,Barclays,True
2020-10-14,Wednesday,10,Visa,CVC,22,Online,Electronics,United Kingdom,Russia,United Kingdom,M,38.3,RBS,True
2020-10-14,Wednesday,13,MasterCard,CVC,23,Online,Electronics,USA,USA,United Kingdom,F,38.5,Metro,True
2020-10-14,Wednesday,17,Visa,CVC,12,Online,Restaurant,USA,USA,United Kingdom,F,39.6,HSBC,True
2020-10-14,Wednesday,7,Visa,CVC,8,Online,Fashion,India,India,United Kingdom,F,52.5,Barclays,True
2020-10-13,Tuesday,17,MasterCard,CVC,12,Online,Entertainment,Russia,Russia,United Kingdom,F,53.4,Lloyds,True
2020-10-14,Wednesday,2,Visa,CVC,210,Online,Subscription,India,India,United Kingdom,F,39.7,Barclays,True
2020-10-14,Wednesday,7,Visa,Tap,30,POS,Electronics,United Kingdom,India,United Kingdom,M,51.2,RBS,True
2020-10-13,Tuesday,2,Visa,CVC,15,Online,Electronics,India,United Kingdom,India,M,36.9,Metro,True
2020-10-14,Wednesday,2,Visa,PIN,378,ATM,Entertainment,China,China,United Kingdom,F,47.5,Barclays,True
2020-10-14,Wednesday,0,MasterCard,PIN,23,ATM,Fashion,India,India,United Kingdom,F,49.1,Halifax,True
2020-10-13,Tuesday,10,MasterCard,Tap,15,POS,Children,Russia,Russia,United Kingdom,F,38.9,RBS,True
2020-10-14,Wednesday,1,Visa,CVC,20,Online,Subscription,United Kingdom,Russia,United Kingdom,M,39.4,Barclays,True
2020-10-13,Tuesday,5,MasterCard,CVC,18,Online,Services,India,India,United Kingdom,M,40.2,Barlcays,True
2020-10-14,Wednesday,0,MasterCard,Tap,10,POS,Children,USA,USA,United Kingdom,F,46.2,Lloyds,True
2020-10-14,Wednesday,21,Visa,Tap,6,POS,Services,India,India,United Kingdom,F,47.8,Monzo,True
2020-10-14,Wednesday,1,MasterCard,CVC,334,Online,Subscription,USA,USA,United Kingdom,F,25.4,Barclays,True
2020-10-13,Tuesday,9,Visa,PIN,8,ATM,Products,USA,USA,United Kingdom,F,25.0,Barclays,True
2020-10-13,Tuesday,1,Visa,PIN,368,ATM,Electronics,India,India,United Kingdom,M,49.6,HSBC,True
2020-10-13,Tuesday,0,MasterCard,CVC,214,Online,Entertainment,China,China,United Kingdom,F,44.2,Halifax,True
2020-10-13,Tuesday,23,MasterCard,CVC,28,Online,Products,China,China,United Kingdom,F,47.0,Halifax,True
2020-10-14,Wednesday,0,MasterCard,CVC,6,Online,Services,United Kingdom,China,United Kingdom,M,40.6,Halifax,True
2020-10-14,Wednesday,13,Visa,PIN,280,POS,Fashion,Russia,Russia,United Kingdom,F,29.9,Monzo,True
2020-10-13,Tuesday,19,MasterCard,CVC,10,Online,Entertainment,Russia,Russia,United Kingdom,F,35.2,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,CVC,19,Online,Gaming,India,India,United Kingdom,F,47.9,Barclays,True
2020-10-13,Tuesday,23,MasterCard,CVC,25,Online,Services,China,China,United Kingdom,F,48.8,Barclays,True
2020-10-13,Tuesday,20,MasterCard,PIN,16,ATM,Electronics,India,India,United Kingdom,F,37.2,Halifax,True
2020-10-13,Tuesday,18,Visa,CVC,18,Online,Products,United Kingdom,USA,United Kingdom,F,38.2,Barclays,True
2020-10-14,Wednesday,9,Visa,PIN,22,ATM,Fashion,USA,USA,United Kingdom,F,48.7,Barlcays,True
2020-10-14,Wednesday,17,Visa,CVC,16,Online,Gaming,Russia,Russia,United Kingdom,M,43.8,HSBC,True
2020-10-13,Tuesday,10,Visa,PIN,240,POS,Fashion,Russia,Russia,United Kingdom,F,28.5,Barclays,True
2020-10-13,Tuesday,0,MasterCard,Tap,16,POS,Electronics,Russia,Russia,United Kingdom,M,42.8,RBS,True
2020-10-14,Wednesday,17,MasterCard,CVC,394,Online,Subscription,USA,USA,United Kingdom,F,36.0,Barclays,True
2020-10-14,Wednesday,9,Visa,CVC,24,Online,Restaurant,USA,USA,United Kingdom,F,59.1,Barclays,True
2020-10-13,Tuesday,2,Visa,CVC,8,Online,Products,USA,USA,United Kingdom,F,49.0,Barlcays,True
2020-10-13,Tuesday,9,Visa,CVC,22,Online,Electronics,United Kingdom,USA,United Kingdom,M,38.4,Monzo,True
2020-10-13,Tuesday,1,Visa,Tap,25,POS,Children,Russia,Russia,United Kingdom,F,35.3,Barclays,True
2020-10-13,Tuesday,1,Visa,PIN,18,ATM,Products,China,China,United Kingdom,M,62.5,Barclays,True
2020-10-14,Wednesday,5,Visa,CVC,16,Online,Services,Russia,Russia,United Kingdom,M,42.5,Barclays,True
2020-10-14,Wednesday,6,Visa,PIN,23,ATM,Children,India,India,United Kingdom,F,48.0,Barlcays,True
2020-10-13,Tuesday,6,Visa,CVC,26,Online,Food,China,China,United Kingdom,F,43.4,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,135,ATM,Electronics,India,India,United Kingdom,F,44.1,Metro,True
2020-10-14,Wednesday,8,MasterCard,CVC,15,Online,Children,Russia,Russia,United Kingdom,F,39.7,HSBC,True
2020-10-14,Wednesday,11,MasterCard,CVC,138,Online,Restaurant,China,China,United Kingdom,M,38.7,Lloyds,True
2020-10-14,Wednesday,21,Visa,Tap,6,POS,Services,United Kingdom,China,United Kingdom,M,43.0,Lloyds,True
2020-10-13,Tuesday,3,Visa,Tap,9,POS,Entertainment,Russia,Russia,United Kingdom,F,53.7,Lloyds,True
2020-10-13,Tuesday,20,Visa,CVC,20,Online,Children,United Kingdom,India,United Kingdom,F,46.1,Lloyds,True
2020-10-14,Wednesday,6,Visa,PIN,5,ATM,Fashion,United Kingdom,USA,United Kingdom,F,50.0,HSBC,True
2020-10-13,Tuesday,17,MasterCard,CVC,277,Online,Food,Russia,Russia,United Kingdom,M,47.7,Barclays,True
2020-10-14,Wednesday,18,MasterCard,Tap,22,POS,Entertainment,Russia,Russia,United Kingdom,M,39.6,RBS,True
2020-10-13,Tuesday,23,Visa,CVC,77,Online,Children,United Kingdom,Russia,United Kingdom,F,42.3,Lloyds,True
2020-10-14,Wednesday,9,Visa,CVC,12,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,47.1,Metro,True
2020-10-14,Wednesday,17,MasterCard,PIN,69,POS,Fashion,India,India,United Kingdom,M,41.4,RBS,True
2020-10-13,Tuesday,0,Visa,Tap,11,POS,Subscription,United Kingdom,India,United Kingdom,M,37.5,HSBC,True
2020-10-14,Wednesday,6,Visa,CVC,16,Online,Electronics,United Kingdom,USA,United Kingdom,M,55.9,Monzo,True
2020-10-13,Tuesday,10,MasterCard,CVC,16,Online,Restaurant,United Kingdom,USA,United Kingdom,M,42.9,RBS,True
2020-10-13,Tuesday,3,Visa,CVC,16,Online,Services,USA,USA,United Kingdom,F,49.1,Metro,True
2020-10-13,Tuesday,16,MasterCard,Tap,24,POS,Restaurant,USA,USA,United Kingdom,F,41.0,Monzo,True
2020-10-14,Wednesday,2,Visa,Tap,6,POS,Services,USA,USA,United Kingdom,F,53.1,Metro,True
2020-10-14,Wednesday,20,Visa,Tap,5,POS,Services,Russia,Russia,United Kingdom,M,48.1,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,CVC,56,Online,Electronics,USA,USA,United Kingdom,M,36.9,Barclays,True
2020-10-14,Wednesday,13,Visa,PIN,25,ATM,Electronics,USA,USA,United Kingdom,F,35.3,Barclays,True
2020-10-13,Tuesday,6,MasterCard,Tap,5,POS,Children,United Kingdom,China,United Kingdom,F,46.4,Barclays,True
2020-10-13,Tuesday,3,MasterCard,CVC,15,Online,Fashion,USA,USA,United Kingdom,F,49.2,Barclays,True
2020-10-14,Wednesday,13,Visa,Tap,17,POS,Services,USA,USA,United Kingdom,F,47.9,Barclays,True
2020-10-13,Tuesday,11,Visa,PIN,6,ATM,Restaurant,USA,USA,United Kingdom,M,24.0,RBS,True
2020-10-13,Tuesday,6,MasterCard,CVC,22,Online,Restaurant,United Kingdom,Russia,United Kingdom,F,38.5,Barclays,True
2020-10-14,Wednesday,17,Visa,PIN,17,ATM,Electronics,Russia,Russia,United Kingdom,F,56.7,HSBC,True
2020-10-13,Tuesday,9,Visa,Tap,29,POS,Services,India,India,United Kingdom,M,47.1,Barlcays,True
2020-10-13,Tuesday,10,Visa,CVC,11,Online,Children,USA,United Kingdom,USA,M,59.1,Monzo,True
2020-10-13,Tuesday,1,Visa,CVC,154,Online,Subscription,India,India,United Kingdom,F,27.9,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,CVC,11,Online,Gaming,Russia,Russia,United Kingdom,M,46.1,HSBC,True
2020-10-13,Tuesday,23,MasterCard,Tap,14,POS,Children,United Kingdom,India,United Kingdom,F,38.0,Barclays,True
2020-10-14,Wednesday,21,Visa,Tap,30,POS,Fashion,Russia,Russia,United Kingdom,F,46.0,HSBC,True
2020-10-14,Wednesday,5,MasterCard,PIN,29,ATM,Entertainment,India,India,United Kingdom,M,62.9,Barclays,True
2020-10-13,Tuesday,12,MasterCard,CVC,30,Online,Children,USA,USA,United Kingdom,F,53.7,Barclays,True
2020-10-14,Wednesday,21,MasterCard,Tap,15,POS,Restaurant,China,China,United Kingdom,M,54.8,Barclays,True
2020-10-14,Wednesday,14,MasterCard,PIN,20,ATM,Fashion,Russia,Russia,United Kingdom,M,54.0,Barclays,True
2020-10-13,Tuesday,2,MasterCard,Tap,9,POS,Gaming,China,China,United Kingdom,M,41.7,Metro,True
2020-10-14,Wednesday,4,Visa,Tap,22,POS,Fashion,Russia,Russia,United Kingdom,M,45.7,Metro,True
2020-10-13,Tuesday,2,MasterCard,CVC,29,Online,Electronics,USA,USA,United Kingdom,F,69.3,Barclays,True
2020-10-14,Wednesday,2,Visa,Tap,25,POS,Entertainment,India,India,United Kingdom,F,55.8,RBS,True
2020-10-13,Tuesday,3,Visa,PIN,10,ATM,Products,Russia,Russia,United Kingdom,M,29.9,Halifax,True
2020-10-14,Wednesday,5,Visa,CVC,23,Online,Fashion,USA,USA,United Kingdom,M,35.1,Barclays,True
2020-10-13,Tuesday,22,MasterCard,CVC,25,Online,Children,India,India,United Kingdom,F,38.8,Lloyds,True
2020-10-13,Tuesday,5,Visa,Tap,26,POS,Food,Russia,Russia,United Kingdom,F,36.9,Barlcays,True
2020-10-14,Wednesday,15,Visa,CVC,229,Online,Children,United Kingdom,USA,United Kingdom,F,62.8,HSBC,True
2020-10-13,Tuesday,12,Visa,Tap,8,POS,Children,USA,USA,United Kingdom,F,53.6,RBS,True
2020-10-13,Tuesday,5,Visa,PIN,364,ATM,Children,India,India,United Kingdom,F,57.6,Barclays,True
2020-10-13,Tuesday,13,MasterCard,CVC,57,Online,Gaming,Russia,Russia,United Kingdom,M,62.4,Metro,True
2020-10-14,Wednesday,7,Visa,CVC,20,Online,Entertainment,Russia,Russia,United Kingdom,M,46.4,Monzo,True
2020-10-14,Wednesday,17,MasterCard,PIN,18,ATM,Children,China,China,United Kingdom,F,52.5,Lloyds,True
2020-10-14,Wednesday,4,MasterCard,PIN,15,ATM,Food,India,India,United Kingdom,F,35.1,RBS,True
2020-10-13,Tuesday,5,Visa,PIN,22,ATM,Entertainment,China,China,United Kingdom,M,33.2,Barclays,True
2020-10-13,Tuesday,6,MasterCard,CVC,23,Online,Gaming,India,India,United Kingdom,M,45.4,RBS,True
2020-10-14,Wednesday,13,Visa,Tap,26,POS,Gaming,China,China,United Kingdom,F,34.5,Lloyds,True
2020-10-14,Wednesday,3,Visa,PIN,29,ATM,Electronics,Russia,Russia,United Kingdom,M,45.2,Barclays,True
2020-10-13,Tuesday,3,MasterCard,CVC,15,Online,Gaming,USA,USA,United Kingdom,F,37.9,Barclays,True
2020-10-13,Tuesday,4,MasterCard,CVC,29,Online,Gaming,China,China,United Kingdom,M,29.1,Barclays,True
2020-10-13,Tuesday,3,Visa,CVC,397,Online,Food,United Kingdom,China,United Kingdom,M,42.0,Barclays,True
2020-10-13,Tuesday,14,MasterCard,CVC,24,Online,Children,United Kingdom,India,United Kingdom,M,33.1,Barclays,True
2020-10-13,Tuesday,9,MasterCard,CVC,6,Online,Subscription,China,China,United Kingdom,M,42.0,Barclays,True
2020-10-14,Wednesday,2,MasterCard,CVC,24,Online,Fashion,United Kingdom,USA,United Kingdom,M,44.7,Barlcays,True
2020-10-13,Tuesday,5,Visa,Tap,30,POS,Products,India,India,United Kingdom,M,47.2,Lloyds,True
2020-10-14,Wednesday,17,MasterCard,CVC,12,Online,Subscription,USA,USA,United Kingdom,F,34.8,Barclays,True
2020-10-14,Wednesday,4,Visa,PIN,286,ATM,Electronics,India,India,United Kingdom,M,39.2,HSBC,True
2020-10-13,Tuesday,0,Visa,Tap,18,POS,Entertainment,China,China,United Kingdom,F,51.2,Halifax,True
2020-10-13,Tuesday,0,Visa,PIN,24,ATM,Children,India,India,United Kingdom,M,47.9,Barclays,True
2020-10-14,Wednesday,3,Visa,PIN,7,ATM,Products,China,China,United Kingdom,F,34.2,Metro,True
2020-10-13,Tuesday,1,Visa,CVC,24,Online,Subscription,Russia,Russia,United Kingdom,F,27.6,Barclays,True
2020-10-13,Tuesday,5,MasterCard,PIN,240,ATM,Products,India,India,United Kingdom,M,49.8,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,5,Online,Fashion,United Kingdom,USA,United Kingdom,F,41.6,RBS,True
2020-10-14,Wednesday,14,Visa,CVC,9,Online,Subscription,India,India,United Kingdom,M,44.0,Barclays,True
2020-10-13,Tuesday,4,Visa,PIN,21,ATM,Children,Russia,Russia,United Kingdom,M,31.0,Monzo,True
2020-10-14,Wednesday,3,MasterCard,CVC,20,Online,Services,USA,USA,United Kingdom,M,25.3,Halifax,True
2020-10-13,Tuesday,3,Visa,CVC,28,Online,Children,Russia,United Kingdom,Russia,M,40.2,Barlcays,True
2020-10-13,Tuesday,6,Visa,CVC,286,Online,Fashion,China,China,United Kingdom,F,45.0,Metro,True
2020-10-14,Wednesday,15,Visa,Tap,8,POS,Subscription,USA,USA,United Kingdom,M,53.4,Metro,True
2020-10-14,Wednesday,7,Visa,Tap,16,POS,Gaming,China,China,United Kingdom,M,51.6,Monzo,True
2020-10-13,Tuesday,23,MasterCard,PIN,29,ATM,Entertainment,China,China,United Kingdom,M,43.9,RBS,True
2020-10-14,Wednesday,5,MasterCard,CVC,14,Online,Services,India,India,United Kingdom,F,42.0,Monzo,True
2020-10-14,Wednesday,16,Visa,CVC,11,Online,Food,India,India,United Kingdom,F,34.8,Lloyds,True
2020-10-14,Wednesday,2,MasterCard,Tap,25,POS,Children,Russia,Russia,United Kingdom,F,45.6,RBS,True
2020-10-13,Tuesday,4,MasterCard,PIN,67,ATM,Electronics,India,India,United Kingdom,M,29.7,Barclays,True
2020-10-14,Wednesday,3,MasterCard,CVC,14,Online,Children,United Kingdom,China,United Kingdom,M,46.4,Barclays,True
2020-10-14,Wednesday,18,MasterCard,CVC,7,Online,Food,United Kingdom,USA,United Kingdom,M,37.2,RBS,True
2020-10-13,Tuesday,22,Visa,PIN,395,ATM,Subscription,China,China,United Kingdom,M,42.7,Monzo,True
2020-10-13,Tuesday,7,Visa,CVC,13,Online,Fashion,India,India,United Kingdom,M,50.1,Barclays,True
2020-10-14,Wednesday,20,MasterCard,Tap,15,POS,Children,India,India,United Kingdom,F,31.8,Barclays,True
2020-10-14,Wednesday,18,MasterCard,CVC,22,Online,Entertainment,China,China,United Kingdom,M,58.7,Barclays,True
2020-10-13,Tuesday,0,Visa,PIN,21,ATM,Fashion,United Kingdom,India,United Kingdom,M,47.8,Barclays,True
2020-10-14,Wednesday,16,Visa,PIN,236,ATM,Restaurant,China,China,United Kingdom,M,32.4,Metro,True
2020-10-13,Tuesday,2,Visa,Tap,5,POS,Fashion,Russia,Russia,United Kingdom,M,39.7,Barlcays,True
2020-10-14,Wednesday,13,Visa,PIN,15,ATM,Food,Russia,Russia,United Kingdom,F,42.2,Halifax,True
2020-10-13,Tuesday,14,MasterCard,PIN,7,ATM,Children,China,China,United Kingdom,M,43.1,Metro,True
2020-10-13,Tuesday,6,Visa,Tap,19,POS,Gaming,Russia,Russia,United Kingdom,M,37.8,Barclays,True
2020-10-13,Tuesday,4,MasterCard,CVC,273,Online,Food,USA,USA,United Kingdom,M,46.7,Barlcays,True
2020-10-13,Tuesday,15,MasterCard,PIN,5,ATM,Subscription,China,China,United Kingdom,M,45.9,Barclays,True
2020-10-14,Wednesday,0,Visa,PIN,25,ATM,Food,China,China,United Kingdom,M,40.1,RBS,True
2020-10-14,Wednesday,13,MasterCard,CVC,375,Online,Fashion,India,India,United Kingdom,F,59.4,Halifax,True
2020-10-14,Wednesday,17,Visa,CVC,21,Online,Entertainment,Russia,Russia,United Kingdom,M,50.3,RBS,True
2020-10-13,Tuesday,5,Visa,PIN,11,ATM,Restaurant,China,China,United Kingdom,M,36.0,Barclays,True
2020-10-13,Tuesday,12,MasterCard,PIN,20,ATM,Entertainment,USA,USA,United Kingdom,M,33.1,Barclays,True
2020-10-13,Tuesday,6,Visa,PIN,14,ATM,Fashion,China,China,United Kingdom,M,44.1,HSBC,True
2020-10-14,Wednesday,1,Visa,CVC,9,Online,Entertainment,USA,USA,United Kingdom,F,52.5,Barlcays,True
2020-10-13,Tuesday,4,MasterCard,CVC,15,Online,Entertainment,India,India,United Kingdom,F,46.2,RBS,True
2020-10-14,Wednesday,7,MasterCard,CVC,23,Online,Subscription,USA,USA,United Kingdom,F,34.4,Barclays,True
2020-10-14,Wednesday,3,MasterCard,CVC,8,Online,Electronics,United Kingdom,India,United Kingdom,M,53.0,Barclays,True
2020-10-14,Wednesday,5,Visa,Tap,11,POS,Entertainment,Russia,Russia,United Kingdom,M,43.8,RBS,True
2020-10-13,Tuesday,23,Visa,CVC,15,Online,Gaming,Russia,Russia,United Kingdom,F,44.3,Barlcays,True
2020-10-14,Wednesday,19,Visa,CVC,187,Online,Fashion,China,China,United Kingdom,M,46.8,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,24,Online,Children,China,China,United Kingdom,F,52.6,Lloyds,True
2020-10-14,Wednesday,20,Visa,Tap,29,POS,Electronics,India,India,United Kingdom,F,67.9,Monzo,True
2020-10-14,Wednesday,17,Visa,CVC,26,Online,Children,Russia,Russia,United Kingdom,M,49.4,RBS,True
2020-10-14,Wednesday,7,MasterCard,PIN,15,ATM,Children,India,United Kingdom,India,M,46.6,RBS,True
2020-10-14,Wednesday,7,Visa,PIN,9,ATM,Fashion,Russia,Russia,United Kingdom,F,49.9,RBS,True
2020-10-14,Wednesday,22,Visa,CVC,10,Online,Products,United Kingdom,India,United Kingdom,M,46.3,Barclays,True
2020-10-13,Tuesday,23,Visa,CVC,22,Online,Electronics,Russia,Russia,United Kingdom,M,31.5,Barclays,True
2020-10-13,Tuesday,3,Visa,PIN,25,ATM,Children,Russia,Russia,United Kingdom,M,49.9,Lloyds,True
2020-10-13,Tuesday,4,Visa,PIN,399,POS,Fashion,USA,USA,United Kingdom,M,38.5,Barclays,True
2020-10-13,Tuesday,7,Visa,CVC,26,Online,Electronics,United Kingdom,India,United Kingdom,M,44.6,Metro,True
2020-10-14,Wednesday,2,Visa,CVC,27,Online,Food,India,India,United Kingdom,F,44.2,Barclays,True
2020-10-13,Tuesday,23,Visa,PIN,14,ATM,Restaurant,USA,USA,United Kingdom,F,38.9,RBS,True
2020-10-13,Tuesday,2,Visa,Tap,7,POS,Restaurant,India,India,United Kingdom,M,38.7,Monzo,True
2020-10-13,Tuesday,21,Visa,CVC,19,Online,Fashion,USA,USA,United Kingdom,F,44.4,Barclays,True
2020-10-14,Wednesday,5,Visa,CVC,15,Online,Products,China,China,United Kingdom,M,56.3,RBS,True
2020-10-14,Wednesday,23,MasterCard,PIN,25,ATM,Entertainment,China,China,United Kingdom,M,41.5,Barclays,True
2020-10-14,Wednesday,5,Visa,Tap,22,POS,Fashion,United Kingdom,USA,United Kingdom,F,30.5,RBS,True
2020-10-13,Tuesday,7,Visa,Tap,11,POS,Food,Russia,Russia,United Kingdom,F,43.4,Metro,True
2020-10-14,Wednesday,6,Visa,CVC,11,Online,Food,USA,USA,United Kingdom,F,44.5,Barclays,True
2020-10-13,Tuesday,6,Visa,Tap,28,POS,Restaurant,India,India,United Kingdom,F,37.0,Barclays,True
2020-10-14,Wednesday,22,MasterCard,CVC,23,Online,Children,India,India,United Kingdom,M,34.6,Halifax,True
2020-10-14,Wednesday,17,Visa,PIN,21,ATM,Children,China,China,United Kingdom,F,34.8,Halifax,True
2020-10-13,Tuesday,15,Visa,CVC,22,Online,Entertainment,China,China,United Kingdom,M,40.2,Monzo,True
2020-10-13,Tuesday,12,Visa,CVC,21,Online,Electronics,China,China,United Kingdom,M,35.4,Barlcays,True
2020-10-13,Tuesday,2,MasterCard,Tap,18,POS,Electronics,China,China,United Kingdom,F,61.2,Barclays,True
2020-10-14,Wednesday,19,Visa,PIN,144,ATM,Gaming,USA,USA,United Kingdom,M,46.5,Barclays,True
2020-10-14,Wednesday,22,MasterCard,CVC,20,Online,Gaming,China,China,United Kingdom,M,56.5,Barclays,True
2020-10-13,Tuesday,3,Visa,CVC,25,Online,Services,China,China,United Kingdom,M,26.5,Lloyds,True
2020-10-13,Tuesday,6,Visa,CVC,11,Online,Services,China,China,United Kingdom,F,38.5,Halifax,True
2020-10-13,Tuesday,20,MasterCard,PIN,10,ATM,Children,China,China,United Kingdom,M,38.8,RBS,True
2020-10-13,Tuesday,5,MasterCard,PIN,347,ATM,Fashion,Russia,Russia,United Kingdom,M,54.2,HSBC,True
2020-10-14,Wednesday,17,Visa,CVC,25,Online,Gaming,Russia,Russia,United Kingdom,F,33.1,Barclays,True
2020-10-14,Wednesday,18,Visa,CVC,317,Online,Subscription,China,China,United Kingdom,M,52.4,Metro,True
2020-10-13,Tuesday,5,MasterCard,Tap,13,POS,Fashion,China,China,United Kingdom,F,40.0,Monzo,True
2020-10-13,Tuesday,5,Visa,Tap,26,POS,Electronics,USA,USA,United Kingdom,F,37.6,Barclays,True
2020-10-14,Wednesday,21,MasterCard,Tap,16,POS,Gaming,Russia,Russia,United Kingdom,M,36.3,Barclays,True
2020-10-13,Tuesday,12,Visa,CVC,27,Online,Children,United Kingdom,China,United Kingdom,M,33.9,Barclays,True
